rownames	p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	geneid	species
Ssus11-CLPTM1L	1.29E-41	0.283919175	0.518	0.337	1.98E-37	2	Ssus11-CLPTM1L	CLPTM1L	Suss11
GRCh38-RPLP1.2	1.35E-41	-1.201748965	0.072	0.224	2.07E-37	2	GRCh38-RPLP1	RPLP1	GRCh38
Ssus11-SLMAP.1	1.62E-41	-0.330171248	0.109	0.274	2.49E-37	2	Ssus11-SLMAP	SLMAP	Suss11
Ssus11-ENSSSCG00000006928.2	1.85E-41	-0.378261247	0.273	0.448	2.86E-37	2	Ssus11-ENSSSCG00000006928	ENSSSCG00000006928	Suss11
GRCh38-HSPA6.2	2.38E-41	-0.940245612	0	0.12	3.67E-37	2	GRCh38-HSPA6	HSPA6	GRCh38
Ssus11-GBA	3.16E-41	0.252680025	0.503	0.315	4.87E-37	2	Ssus11-GBA	GBA	Suss11
Ssus11-ENSSSCG00000039926.1	5.03E-41	0.293248177	0.807	0.663	7.74E-37	2	Ssus11-ENSSSCG00000039926	ENSSSCG00000039926	Suss11
GRCh38-MT-CYB.2	5.32E-41	-0.974735435	0.051	0.196	8.20E-37	2	GRCh38-MT-CYB	MT-CYB	GRCh38
GRCh38-ANKRD1.2	5.35E-41	-0.684936794	0.012	0.14	8.23E-37	2	GRCh38-ANKRD1	ANKRD1	GRCh38
Ssus11-ZFAND5.2	5.46E-41	-0.386869393	0.273	0.438	8.41E-37	2	Ssus11-ZFAND5	ZFAND5	Suss11
Ssus11-TNFRSF1B	5.50E-41	0.268950112	0.449	0.278	8.47E-37	2	Ssus11-TNFRSF1B	TNFRSF1B	Suss11
Ssus11-ENSSSCG00000036595	5.77E-41	0.288141799	0.54	0.361	8.89E-37	2	Ssus11-ENSSSCG00000036595	ENSSSCG00000036595	Suss11
Ssus11-AP2S1.1	5.93E-41	0.296711013	0.698	0.529	9.14E-37	2	Ssus11-AP2S1	AP2S1	Suss11
Ssus11-UQCRC2.2	7.41E-41	-0.39087119	0.159	0.322	1.14E-36	2	Ssus11-UQCRC2	UQCRC2	Suss11
Ssus11-CUEDC2	7.70E-41	0.2760376	0.473	0.303	1.19E-36	2	Ssus11-CUEDC2	CUEDC2	Suss11
Ssus11-TBCD	9.83E-41	0.25853258	0.379	0.221	1.51E-36	2	Ssus11-TBCD	TBCD	Suss11
Ssus11-CHMP2A	1.00E-40	0.29152861	0.605	0.426	1.54E-36	2	Ssus11-CHMP2A	CHMP2A	Suss11
Ssus11-ENSSSCG00000038991.1	1.01E-40	0.289423758	0.572	0.392	1.56E-36	2	Ssus11-ENSSSCG00000038991	ENSSSCG00000038991	Suss11
Ssus11-PTTG1IP	1.30E-40	0.288838796	0.61	0.437	2.00E-36	2	Ssus11-PTTG1IP	PTTG1IP	Suss11
Ssus11-SLC41A1.1	1.68E-40	-0.310090124	0.064	0.214	2.59E-36	2	Ssus11-SLC41A1	SLC41A1	Suss11
Ssus11-GPX7	2.80E-40	0.259930719	0.48	0.301	4.31E-36	2	Ssus11-GPX7	GPX7	Suss11
Ssus11-OXCT1.1	2.86E-40	-0.259504973	0.058	0.208	4.40E-36	2	Ssus11-OXCT1	OXCT1	Suss11
Ssus11-GPX3.1	3.18E-40	-0.312861541	0.091	0.249	4.91E-36	2	Ssus11-GPX3	GPX3	Suss11
Ssus11-FMNL3	3.79E-40	0.254797715	0.458	0.283	5.84E-36	2	Ssus11-FMNL3	FMNL3	Suss11
Ssus11-CCNG1.1	3.81E-40	-0.380016189	0.36	0.526	5.87E-36	2	Ssus11-CCNG1	CCNG1	Suss11
Ssus11-LRRC45	4.11E-40	0.259547712	0.383	0.225	6.33E-36	2	Ssus11-LRRC45	LRRC45	Suss11
Ssus11-AP2M1.2	4.90E-40	0.280409053	0.807	0.692	7.54E-36	2	Ssus11-AP2M1	AP2M1	Suss11
Ssus11-TLN1	5.12E-40	0.278916566	0.678	0.499	7.88E-36	2	Ssus11-TLN1	TLN1	Suss11
GRCh38-RPS29.2	6.97E-40	-0.816669329	0.027	0.16	1.07E-35	2	GRCh38-RPS29	RPS29	GRCh38
Ssus11-PIEZO1	8.00E-40	0.253273761	0.395	0.234	1.23E-35	2	Ssus11-PIEZO1	PIEZO1	Suss11
Ssus11-CS.1	9.37E-40	-0.357998208	0.185	0.352	1.44E-35	2	Ssus11-CS	CS	Suss11
GRCh38-FLNC.2	1.57E-39	-0.627009306	0.018	0.145	2.42E-35	2	GRCh38-FLNC	FLNC	GRCh38
GRCh38-RPL37.2	1.73E-39	-0.859396993	0.025	0.156	2.66E-35	2	GRCh38-RPL37	RPL37	GRCh38
GRCh38-SERPINH1.2	1.73E-39	-0.906464974	0.016	0.141	2.66E-35	2	GRCh38-SERPINH1	SERPINH1	GRCh38
Ssus11-DNAJB1.2	1.92E-39	-0.39959927	0.194	0.362	2.96E-35	2	Ssus11-DNAJB1	DNAJB1	Suss11
GRCh38-RPL37A.2	2.02E-39	-1.097185054	0.044	0.182	3.12E-35	2	GRCh38-RPL37A	RPL37A	GRCh38
GRCh38-TMSB10.2	3.61E-39	-0.926936946	0.043	0.179	5.56E-35	2	GRCh38-TMSB10	TMSB10	GRCh38
GRCh38-RPL32.2	4.28E-39	-0.845264641	0.027	0.158	6.59E-35	2	GRCh38-RPL32	RPL32	GRCh38
GRCh38-FABP3.2	4.90E-39	-0.595914245	0.005	0.123	7.55E-35	2	GRCh38-FABP3	FABP3	GRCh38
Ssus11-PFKL	5.34E-39	0.265273984	0.482	0.308	8.23E-35	2	Ssus11-PFKL	PFKL	Suss11
Ssus11-RAB1B	6.74E-39	0.257500407	0.546	0.367	1.04E-34	2	Ssus11-RAB1B	RAB1B	Suss11
GRCh38-MT-ATP6.2	7.00E-39	-1.171480514	0.069	0.212	1.08E-34	2	GRCh38-MT-ATP6	MT-ATP6	GRCh38
Ssus11-AHSA1.1	9.76E-39	-0.31591785	0.148	0.313	1.50E-34	2	Ssus11-AHSA1	AHSA1	Suss11
Ssus11-NPC2.1	1.69E-38	0.286688351	0.718	0.549	2.60E-34	2	Ssus11-NPC2	NPC2	Suss11
Ssus11-LAMTOR1	1.80E-38	0.279678057	0.627	0.454	2.77E-34	2	Ssus11-LAMTOR1	LAMTOR1	Suss11
GRCh38-MT-ND4.2	1.86E-38	-1.253639752	0.081	0.226	2.87E-34	2	GRCh38-MT-ND4	MT-ND4	GRCh38
Ssus11-PTGIS.2	1.89E-38	0.259876361	0.446	0.278	2.91E-34	2	Ssus11-PTGIS	PTGIS	Suss11
Ssus11-MGAT1	1.92E-38	0.25238354	0.435	0.268	2.96E-34	2	Ssus11-MGAT1	MGAT1	Suss11
Ssus11-NDRG4.1	2.00E-38	-0.302877634	0.067	0.213	3.08E-34	2	Ssus11-NDRG4	NDRG4	Suss11
Ssus11-TSPAN4.1	2.47E-38	0.250206048	0.437	0.269	3.80E-34	2	Ssus11-TSPAN4	TSPAN4	Suss11
Ssus11-RHOB.2	4.04E-38	-0.34669284	0.235	0.399	6.22E-34	2	Ssus11-RHOB	RHOB	Suss11
GRCh38-RPL41.2	4.59E-38	-1.341161925	0.078	0.219	7.07E-34	2	GRCh38-RPL41	RPL41	GRCh38
Ssus11-LRP10	5.17E-38	0.270689734	0.525	0.355	7.96E-34	2	Ssus11-LRP10	LRP10	Suss11
Ssus11-TRIM3	6.07E-38	0.254451881	0.428	0.266	9.35E-34	2	Ssus11-TRIM3	TRIM3	Suss11
Ssus11-ASB2.2	6.08E-38	-0.305267751	0.06	0.203	9.36E-34	2	Ssus11-ASB2	ASB2	Suss11
Ssus11-ACADM	6.66E-38	-0.325560778	0.144	0.305	1.03E-33	2	Ssus11-ACADM	ACADM	Suss11
Ssus11-TNFRSF1A	6.87E-38	0.259308527	0.486	0.317	1.06E-33	2	Ssus11-TNFRSF1A	TNFRSF1A	Suss11
Ssus11-INPPL1	7.77E-38	0.270160197	0.45	0.291	1.20E-33	2	Ssus11-INPPL1	INPPL1	Suss11
Ssus11-ABHD17A	1.24E-37	0.280467381	0.512	0.344	1.90E-33	2	Ssus11-ABHD17A	ABHD17A	Suss11
Ssus11-MRPS36.1	1.31E-37	-0.294258061	0.112	0.269	2.02E-33	2	Ssus11-MRPS36	MRPS36	Suss11
Ssus11-SEC61A1	1.62E-37	0.292849554	0.712	0.553	2.50E-33	2	Ssus11-SEC61A1	SEC61A1	Suss11
Ssus11-HTRA3.1	1.67E-37	0.282007047	0.426	0.268	2.58E-33	2	Ssus11-HTRA3	HTRA3	Suss11
GRCh38-MT-CO2.2	2.58E-37	-1.612641314	0.103	0.249	3.97E-33	2	GRCh38-MT-CO2	MT-CO2	GRCh38
Ssus11-LTBP4.2	3.18E-37	-0.534017935	0.5	0.641	4.90E-33	2	Ssus11-LTBP4	LTBP4	Suss11
GRCh38-EEF1A1.2	4.40E-37	-1.2686871	0.057	0.192	6.78E-33	2	GRCh38-EEF1A1	EEF1A1	GRCh38
GRCh38-RPS8.2	4.85E-37	-0.872349697	0.022	0.145	7.47E-33	2	GRCh38-RPS8	RPS8	GRCh38
Ssus11-FKBP5.1	4.92E-37	-0.366248521	0.232	0.394	7.58E-33	2	Ssus11-FKBP5	FKBP5	Suss11
Ssus11-GFM1.1	6.70E-37	-0.274670907	0.086	0.234	1.03E-32	2	Ssus11-GFM1	GFM1	Suss11
GRCh38-RPS21.2	6.83E-37	-0.578276778	0.025	0.149	1.05E-32	2	GRCh38-RPS21	RPS21	GRCh38
GRCh38-DNAJB1.2	7.15E-37	-0.855608186	0.001	0.109	1.10E-32	2	GRCh38-DNAJB1	DNAJB1	GRCh38
Ssus11-C20orf27	8.17E-37	0.294724018	0.566	0.405	1.26E-32	2	Ssus11-C20orf27	C20orf27	Suss11
GRCh38-RPS27.2	1.09E-36	-0.777013075	0.039	0.168	1.68E-32	2	GRCh38-RPS27	RPS27	GRCh38
Ssus11-UBE2B.1	1.33E-36	-0.293647409	0.169	0.332	2.05E-32	2	Ssus11-UBE2B	UBE2B	Suss11
Ssus11-CAPNS1.1	1.42E-36	0.273623543	0.823	0.733	2.18E-32	2	Ssus11-CAPNS1	CAPNS1	Suss11
GRCh38-RPL39.2	2.17E-36	-0.692036399	0.024	0.145	3.34E-32	2	GRCh38-RPL39	RPL39	GRCh38
Ssus11-ENSSSCG00000000905.2	2.22E-36	-0.448342741	0.312	0.455	3.41E-32	2	Ssus11-ENSSSCG00000000905	ENSSSCG00000000905	Suss11
GRCh38-SELENOW.2	2.66E-36	-0.8354232	0.039	0.167	4.10E-32	2	GRCh38-SELENOW	SELENOW	GRCh38
GRCh38-UBB.2	2.84E-36	-0.689675126	0.026	0.148	4.37E-32	2	GRCh38-UBB	UBB	GRCh38
GRCh38-ACTC1.2	3.33E-36	-1.603985801	0.106	0.249	5.14E-32	2	GRCh38-ACTC1	ACTC1	GRCh38
Ssus11-BZW2	3.88E-36	-0.291059664	0.134	0.291	5.97E-32	2	Ssus11-BZW2	BZW2	Suss11
GRCh38-RPL27.2	5.58E-36	-0.551325268	0.02	0.138	8.59E-32	2	GRCh38-RPL27	RPL27	GRCh38
Ssus11-COX6A1	8.35E-36	0.258824217	0.872	0.798	1.29E-31	2	Ssus11-COX6A1	COX6A1	Suss11
Ssus11-CCSER2	9.19E-36	-0.25197804	0.096	0.245	1.42E-31	2	Ssus11-CCSER2	CCSER2	Suss11
GRCh38-NDUFA4.2	9.52E-36	-0.581157737	0.014	0.129	1.47E-31	2	GRCh38-NDUFA4	NDUFA4	GRCh38
Ssus11-CTTN	9.97E-36	0.266414593	0.526	0.361	1.54E-31	2	Ssus11-CTTN	CTTN	Suss11
Ssus11-HERPUD1.2	1.26E-35	-0.384755465	0.289	0.442	1.93E-31	2	Ssus11-HERPUD1	HERPUD1	Suss11
GRCh38-RPL23A.2	2.16E-35	-0.516484167	0.007	0.115	3.33E-31	2	GRCh38-RPL23A	RPL23A	GRCh38
Ssus11-NDUFA5.2	2.42E-35	-0.356463714	0.194	0.349	3.73E-31	2	Ssus11-NDUFA5	NDUFA5	Suss11
Ssus11-NDUFAB1.2	2.48E-35	-0.420606021	0.256	0.401	3.82E-31	2	Ssus11-NDUFAB1	NDUFAB1	Suss11
Ssus11-GNB1	2.53E-35	0.282252113	0.725	0.593	3.89E-31	2	Ssus11-GNB1	GNB1	Suss11
Ssus11-ENSSSCG00000028414.1	2.92E-35	-0.35032839	0.455	0.593	4.50E-31	2	Ssus11-ENSSSCG00000028414	ENSSSCG00000028414	Suss11
GRCh38-HSPH1.2	3.41E-35	-0.737964382	0.001	0.106	5.25E-31	2	GRCh38-HSPH1	HSPH1	GRCh38
Ssus11-ENSSSCG00000022925.1	5.03E-35	-0.335035142	0.199	0.356	7.75E-31	2	Ssus11-ENSSSCG00000022925	ENSSSCG00000022925	Suss11
Ssus11-MCRIP1.1	6.19E-35	0.262019954	0.537	0.371	9.54E-31	2	Ssus11-MCRIP1	MCRIP1	Suss11
Ssus11-COX7A2.1	7.67E-35	-0.382634666	0.669	0.773	1.18E-30	2	Ssus11-COX7A2	COX7A2	Suss11
GRCh38-COL3A1.2	8.38E-35	-0.67737614	0.005	0.111	1.29E-30	2	GRCh38-COL3A1	COL3A1	GRCh38
GRCh38-RPS28.2	8.92E-35	-0.784363828	0.045	0.171	1.37E-30	2	GRCh38-RPS28	RPS28	GRCh38
Ssus11-SPARCL1.2	1.01E-34	-0.499441068	0.523	0.655	1.55E-30	2	Ssus11-SPARCL1	SPARCL1	Suss11
Ssus11-UBXN1	1.28E-34	0.250079135	0.519	0.354	1.97E-30	2	Ssus11-UBXN1	UBXN1	Suss11
Ssus11-SERPINF1.1	1.30E-34	0.29596684	0.764	0.669	2.01E-30	2	Ssus11-SERPINF1	SERPINF1	Suss11
Ssus11-ATP5PF.1	1.47E-34	-0.399599445	0.821	0.882	2.26E-30	2	Ssus11-ATP5PF	ATP5PF	Suss11
Ssus11-YIPF3	1.65E-34	0.258915537	0.506	0.344	2.54E-30	2	Ssus11-YIPF3	YIPF3	Suss11
Ssus11-ENSSSCG00000034019.2	1.95E-34	-0.529537856	0.843	0.874	3.00E-30	2	Ssus11-ENSSSCG00000034019	ENSSSCG00000034019	Suss11
GRCh38-RPLP0.2	2.00E-34	-0.565092129	0.018	0.131	3.08E-30	2	GRCh38-RPLP0	RPLP0	GRCh38
GRCh38-COX7B.2	2.39E-34	-0.575909919	0.013	0.123	3.69E-30	2	GRCh38-COX7B	COX7B	GRCh38
Ssus11-SLC8A1.1	2.65E-34	-0.279719783	0.106	0.252	4.09E-30	2	Ssus11-SLC8A1	SLC8A1	Suss11
GRCh38-RPL35A.2	2.66E-34	-0.667345389	0.026	0.143	4.09E-30	2	GRCh38-RPL35A	RPL35A	GRCh38
GRCh38-RPL34.2	2.78E-34	-0.683182771	0.016	0.127	4.29E-30	2	GRCh38-RPL34	RPL34	GRCh38
Ssus11-ENSSSCG00000007554.1	2.99E-34	-0.409758292	0.132	0.276	4.61E-30	2	Ssus11-ENSSSCG00000007554	ENSSSCG00000007554	Suss11
Ssus11-MAMDC4	3.05E-34	0.274504465	0.795	0.691	4.69E-30	2	Ssus11-MAMDC4	MAMDC4	Suss11
Ssus11-NPPB.1	3.18E-34	-1.005048815	0.434	0.611	4.90E-30	2	Ssus11-NPPB	NPPB	Suss11
GRCh38-UQCR11.2	3.25E-34	-0.549662227	0.029	0.147	5.01E-30	2	GRCh38-UQCR11	UQCR11	GRCh38
Ssus11-WDR83OS.1	5.44E-34	0.285835814	0.722	0.607	8.38E-30	2	Ssus11-WDR83OS	WDR83OS	Suss11
Ssus11-LOXL1.1	5.50E-34	0.255093708	0.574	0.398	8.47E-30	2	Ssus11-LOXL1	LOXL1	Suss11
Ssus11-PDHA1.1	6.78E-34	-0.335600541	0.2	0.353	1.04E-29	2	Ssus11-PDHA1	PDHA1	Suss11
GRCh38-BAG3.2	7.01E-34	-0.84725224	0.002	0.104	1.08E-29	2	GRCh38-BAG3	BAG3	GRCh38
Ssus11-EIF3G	7.88E-34	0.275727972	0.78	0.694	1.21E-29	2	Ssus11-EIF3G	EIF3G	Suss11
GRCh38-RPL30.2	8.17E-34	-0.629570659	0.024	0.139	1.26E-29	2	GRCh38-RPL30	RPL30	GRCh38
Ssus11-COG3.1	8.57E-34	-0.287470718	0.111	0.254	1.32E-29	2	Ssus11-COG3	COG3	Suss11
Ssus11-MGST3.1	8.83E-34	-0.408776832	0.524	0.642	1.36E-29	2	Ssus11-MGST3	MGST3	Suss11
GRCh38-NREP.2	9.13E-34	-0.709645461	0.016	0.127	1.41E-29	2	GRCh38-NREP	NREP	GRCh38
Ssus11-RELA	9.60E-34	0.256445742	0.476	0.323	1.48E-29	2	Ssus11-RELA	RELA	Suss11
GRCh38-RPL31.2	1.03E-33	-0.581307415	0.016	0.126	1.59E-29	2	GRCh38-RPL31	RPL31	GRCh38
GRCh38-RPL13A.2	1.19E-33	-0.657234672	0.035	0.155	1.83E-29	2	GRCh38-RPL13A	RPL13A	GRCh38
GRCh38-ATP5ME.2	1.81E-33	-0.573500488	0.026	0.14	2.79E-29	2	GRCh38-ATP5ME	ATP5ME	GRCh38
Ssus11-NUDCD3	1.90E-33	0.250673766	0.459	0.305	2.93E-29	2	Ssus11-NUDCD3	NUDCD3	Suss11
GRCh38-RPS12.2	2.19E-33	-0.838538102	0.027	0.142	3.38E-29	2	GRCh38-RPS12	RPS12	GRCh38
GRCh38-TPT1.2	2.20E-33	-1.013717421	0.035	0.154	3.39E-29	2	GRCh38-TPT1	TPT1	GRCh38
Ssus11-ACOT13.1	2.53E-33	-0.303455898	0.12	0.263	3.90E-29	2	Ssus11-ACOT13	ACOT13	Suss11
GRCh38-CSRP3.2	2.77E-33	-0.798673474	0.024	0.137	4.27E-29	2	GRCh38-CSRP3	CSRP3	GRCh38
Ssus11-CRK	2.92E-33	-0.305535388	0.526	0.673	4.49E-29	2	Ssus11-CRK	CRK	Suss11
GRCh38-HSP90AB1.2	2.97E-33	-0.650682703	0.01	0.115	4.58E-29	2	GRCh38-HSP90AB1	HSP90AB1	GRCh38
Ssus11-KLF9.2	3.27E-33	-0.265416767	0.09	0.229	5.03E-29	2	Ssus11-KLF9	KLF9	Suss11
GRCh38-RPS15.2	3.53E-33	-0.71410414	0.052	0.177	5.43E-29	2	GRCh38-RPS15	RPS15	GRCh38
GRCh38-RPS25.2	3.91E-33	-0.549944682	0.01	0.115	6.02E-29	2	GRCh38-RPS25	RPS25	GRCh38
Ssus11-ETFDH.1	4.46E-33	-0.291074311	0.123	0.266	6.87E-29	2	Ssus11-ETFDH	ETFDH	Suss11
GRCh38-MYL4.2	4.48E-33	-1.236696849	0.101	0.236	6.90E-29	2	GRCh38-MYL4	MYL4	GRCh38
GRCh38-RPL24.2	6.17E-33	-0.564113102	0.021	0.132	9.51E-29	2	GRCh38-RPL24	RPL24	GRCh38
Ssus11-DYNLL1	7.00E-33	-0.309373016	0.641	0.769	1.08E-28	2	Ssus11-DYNLL1	DYNLL1	Suss11
Ssus11-GDI2.1	9.21E-33	0.261452289	0.756	0.635	1.42E-28	2	Ssus11-GDI2	GDI2	Suss11
GRCh38-RPL38.2	9.43E-33	-0.487717271	0.016	0.123	1.45E-28	2	GRCh38-RPL38	RPL38	GRCh38
Ssus11-ACADL.1	1.24E-32	-0.260875421	0.09	0.227	1.92E-28	2	Ssus11-ACADL	ACADL	Suss11
GRCh38-RPL36A.2	1.42E-32	-0.516512829	0.007	0.109	2.19E-28	2	GRCh38-RPL36A	RPL36A	GRCh38
Ssus11-CSRP2	1.51E-32	0.263540729	0.629	0.462	2.33E-28	2	Ssus11-CSRP2	CSRP2	Suss11
Ssus11-IDH3A.1	1.56E-32	-0.283249202	0.13	0.274	2.41E-28	2	Ssus11-IDH3A	IDH3A	Suss11
GRCh38-UQCR10.2	1.88E-32	-0.503547645	0.017	0.124	2.90E-28	2	GRCh38-UQCR10	UQCR10	GRCh38
GRCh38-CKM.2	1.92E-32	-0.455630303	0.025	0.137	2.95E-28	2	GRCh38-CKM	CKM	GRCh38
GRCh38-RPL3.2	2.02E-32	-0.513958327	0.02	0.129	3.11E-28	2	GRCh38-RPL3	RPL3	GRCh38
GRCh38-RPS16.2	2.76E-32	-0.516480314	0.024	0.134	4.26E-28	2	GRCh38-RPS16	RPS16	GRCh38
GRCh38-RPL12.2	3.14E-32	-0.71009758	0.026	0.137	4.84E-28	2	GRCh38-RPL12	RPL12	GRCh38
Ssus11-LRPAP1	3.15E-32	0.266911876	0.746	0.62	4.86E-28	2	Ssus11-LRPAP1	LRPAP1	Suss11
Ssus11-NDUFB4.1	3.16E-32	-0.385238858	0.613	0.724	4.86E-28	2	Ssus11-NDUFB4	NDUFB4	Suss11
Ssus11-RAMP2	3.27E-32	0.300489236	0.547	0.395	5.03E-28	2	Ssus11-RAMP2	RAMP2	Suss11
GRCh38-RPS3A.2	3.49E-32	-0.763544966	0.024	0.133	5.38E-28	2	GRCh38-RPS3A	RPS3A	GRCh38
Ssus11-PRDX3	3.52E-32	-0.281456151	0.16	0.306	5.42E-28	2	Ssus11-PRDX3	PRDX3	Suss11
GRCh38-COX7C.2	4.23E-32	-0.726335878	0.021	0.13	6.51E-28	2	GRCh38-COX7C	COX7C	GRCh38
Ssus11-SUCLG1.2	4.47E-32	-0.315107266	0.173	0.318	6.89E-28	2	Ssus11-SUCLG1	SUCLG1	Suss11
GRCh38-RPS15A.2	5.66E-32	-0.814716737	0.038	0.152	8.71E-28	2	GRCh38-RPS15A	RPS15A	GRCh38
Ssus11-GPC1	6.12E-32	0.276157766	0.623	0.474	9.43E-28	2	Ssus11-GPC1	GPC1	Suss11
GRCh38-RPL10.2	6.12E-32	-0.864461333	0.063	0.186	9.43E-28	2	GRCh38-RPL10	RPL10	GRCh38
GRCh38-NDUFB1.2	6.66E-32	-0.421230276	0.007	0.106	1.03E-27	2	GRCh38-NDUFB1	NDUFB1	GRCh38
GRCh38-RPL26.2	6.78E-32	-0.660784302	0.013	0.117	1.04E-27	2	GRCh38-RPL26	RPL26	GRCh38
GRCh38-RPL9.2	8.05E-32	-0.690309756	0.024	0.134	1.24E-27	2	GRCh38-RPL9	RPL9	GRCh38
Ssus11-RNPEPL1	9.31E-32	0.25680315	0.449	0.301	1.43E-27	2	Ssus11-RNPEPL1	RNPEPL1	Suss11
Ssus11-NNT.1	1.07E-31	-0.270915549	0.135	0.28	1.65E-27	2	Ssus11-NNT	NNT	Suss11
GRCh38-RPS13.2	1.09E-31	-0.601918685	0.017	0.122	1.68E-27	2	GRCh38-RPS13	RPS13	GRCh38
GRCh38-RPL36.2	1.23E-31	-0.653069985	0.046	0.163	1.90E-27	2	GRCh38-RPL36	RPL36	GRCh38
GRCh38-PLN.2	1.33E-31	-0.580652981	0.018	0.124	2.05E-27	2	GRCh38-PLN	PLN	GRCh38
GRCh38-VIM.2	1.43E-31	-0.448974193	0.016	0.119	2.21E-27	2	GRCh38-VIM	VIM	GRCh38
Ssus11-SPTBN1.2	1.61E-31	-0.361613361	0.421	0.553	2.49E-27	2	Ssus11-SPTBN1	SPTBN1	Suss11
GRCh38-TNNT2.2	1.78E-31	-1.23007937	0.095	0.223	2.73E-27	2	GRCh38-TNNT2	TNNT2	GRCh38
GRCh38-UBL5.2	1.80E-31	-0.359788681	0.016	0.121	2.78E-27	2	GRCh38-UBL5	UBL5	GRCh38
GRCh38-COX5B.2	2.16E-31	-0.45123464	0.03	0.14	3.32E-27	2	GRCh38-COX5B	COX5B	GRCh38
GRCh38-RPSA.2	2.42E-31	-0.511154814	0.026	0.135	3.73E-27	2	GRCh38-RPSA	RPSA	GRCh38
GRCh38-XIRP1.2	2.72E-31	-0.420497047	0.004	0.1	4.19E-27	2	GRCh38-XIRP1	XIRP1	GRCh38
GRCh38-RPLP2.2	3.16E-31	-0.607187407	0.039	0.154	4.86E-27	2	GRCh38-RPLP2	RPLP2	GRCh38
GRCh38-MYL3.2	3.31E-31	-1.332865019	0.118	0.247	5.10E-27	2	GRCh38-MYL3	MYL3	GRCh38
GRCh38-COX8A.2	3.84E-31	-0.405210246	0.024	0.132	5.92E-27	2	GRCh38-COX8A	COX8A	GRCh38
Ssus11-ENSSSCG00000026981.2	4.30E-31	-0.271202086	0.142	0.285	6.62E-27	2	Ssus11-ENSSSCG00000026981	ENSSSCG00000026981	Suss11
Ssus11-MPC2.2	4.57E-31	-0.358296227	0.248	0.388	7.04E-27	2	Ssus11-MPC2	MPC2	Suss11
GRCh38-HSPB7.2	4.63E-31	-0.643617552	0.039	0.153	7.13E-27	2	GRCh38-HSPB7	HSPB7	GRCh38
GRCh38-TNNC1.2	5.79E-31	-1.258792982	0.13	0.26	8.91E-27	2	GRCh38-TNNC1	TNNC1	GRCh38
GRCh38-RPL6.2	6.71E-31	-0.528384222	0.016	0.119	1.03E-26	2	GRCh38-RPL6	RPL6	GRCh38
GRCh38-RPS23.2	7.27E-31	-0.785740268	0.03	0.139	1.12E-26	2	GRCh38-RPS23	RPS23	GRCh38
GRCh38-RPS27A.2	7.90E-31	-0.68764725	0.021	0.127	1.22E-26	2	GRCh38-RPS27A	RPS27A	GRCh38
GRCh38-RPS7.2	8.02E-31	-0.57485263	0.019	0.123	1.24E-26	2	GRCh38-RPS7	RPS7	GRCh38
GRCh38-RPS11.2	8.48E-31	-0.391816107	0.021	0.127	1.31E-26	2	GRCh38-RPS11	RPS11	GRCh38
GRCh38-FAU.2	8.73E-31	-0.515388484	0.034	0.145	1.35E-26	2	GRCh38-FAU	FAU	GRCh38
Ssus11-FHL1.1	9.49E-31	-0.401870433	0.645	0.726	1.46E-26	2	Ssus11-FHL1	FHL1	Suss11
GRCh38-MGST3.2	1.12E-30	-0.435956884	0.012	0.111	1.73E-26	2	GRCh38-MGST3	MGST3	GRCh38
GRCh38-TNNI3.2	1.27E-30	-0.424827186	0.018	0.122	1.95E-26	2	GRCh38-TNNI3	TNNI3	GRCh38
GRCh38-RPL29.2	1.29E-30	-0.714060094	0.041	0.154	1.98E-26	2	GRCh38-RPL29	RPL29	GRCh38
Ssus11-PTGES3	1.30E-30	-0.257430746	0.14	0.282	2.00E-26	2	Ssus11-PTGES3	PTGES3	Suss11
GRCh38-COX6B1.2	1.31E-30	-0.474291079	0.024	0.13	2.01E-26	2	GRCh38-COX6B1	COX6B1	GRCh38
GRCh38-UQCRQ.2	1.77E-30	-0.515148113	0.03	0.138	2.73E-26	2	GRCh38-UQCRQ	UQCRQ	GRCh38
GRCh38-RPL7.2	1.80E-30	-0.464053572	0.015	0.115	2.77E-26	2	GRCh38-RPL7	RPL7	GRCh38
GRCh38-RPS24.2	1.86E-30	-0.759794048	0.025	0.131	2.86E-26	2	GRCh38-RPS24	RPS24	GRCh38
GRCh38-OST4.2	3.79E-30	-0.33145844	0.012	0.11	5.84E-26	2	GRCh38-OST4	OST4	GRCh38
Ssus11-ADAMTS1.2	4.64E-30	-0.410488554	0.147	0.279	7.14E-26	2	Ssus11-ADAMTS1	ADAMTS1	Suss11
GRCh38-RPL13.2	4.64E-30	-0.845546904	0.058	0.174	7.15E-26	2	GRCh38-RPL13	RPL13	GRCh38
GRCh38-COX6C.2	4.75E-30	-0.560453967	0.016	0.115	7.32E-26	2	GRCh38-COX6C	COX6C	GRCh38
GRCh38-RPL28.2	5.99E-30	-0.704625013	0.044	0.156	9.23E-26	2	GRCh38-RPL28	RPL28	GRCh38
GRCh38-MDH1.2	6.58E-30	-0.447089768	0.01	0.106	1.01E-25	2	GRCh38-MDH1	MDH1	GRCh38
Ssus11-NDUFB6.2	6.94E-30	-0.328808044	0.231	0.371	1.07E-25	2	Ssus11-NDUFB6	NDUFB6	Suss11
Ssus11-MLF2	7.25E-30	0.253045284	0.627	0.485	1.12E-25	2	Ssus11-MLF2	MLF2	Suss11
